,distance_to_sch
282,0.1649599089676778
283,0.2475344871004854
284,0.2074989088162946
285,0.1950320452940212
286,0.3917668524381432
287,0.1509053522063373
288,0.1509053522063373
289,0.1509053522063373
290,0.3883594077604029
291,0.4954115849637791
292,0.3108930597965584
293,0.3417638133755814
294,0.2663705324122808
295,0.2950405586974827
296,0.1932821301795924
297,0.4389565646988611
298,0.4869817195421467
299,0.2314455180417127
300,0.4674994044858366
301,0.4022938442426742
302,0.6337010040356142
303,0.340933364473682
304,0.4621303397797325
305,0.4621303397797325
306,0.5883134570864155
307,0.2843330240227565
308,0.1404504378622034
309,0.1404504378622034
310,0.2993274986561721
311,0.5878260661737699
312,0.5878260661737699
313,0.5107764167812477
314,0.3199840472181476
315,0.4771878942867713
316,0.2408861612036191
317,0.4397509783892304
318,0.4766658701777955
319,0.2889306700359264
320,0.1956036727894155
321,0.2199560794431932
322,0.1226797881099438
323,0.2530473927190145
324,0.4951210142612177
325,0.4316493157838018
326,0.4326658385237585
327,0.2235696389810738
328,0.2408861612036191
329,0.2182958108889331
330,0.1630956516914466
331,0.428483491202685
332,0.3331792005274492
333,0.2295759620436005
334,0.4499676742720664
335,0.2566168129032385
336,0.425239575559997
337,0.4499676742720664
338,0.425239575559997
339,0.1861656119505393
340,0.3922638142290628
341,0.3899266464596465
342,0.3352178080575962
343,0.088230157968658
344,0.126048084157118
345,0.5273577899962633
346,0.2844038373857029
347,0.3011064471916839
348,0.1880324612081528
349,0.3101592108159555
350,0.1381481401999515
351,0.1070052411184726
352,0.252695071498231
353,0.4524146631648607
354,0.6096532874288564
355,0.3909443797349602
356,0.3909443797349602
357,0.4245229360960544
358,0.3075773668415019
359,0.2975623801268563
360,0.2695333074798643
361,0.6757809315042135
362,0.3826805497604807
363,0.377038316100743
364,0.1704320695919899
365,0.4245229360960544
366,0.6321790180615275
367,0.4711102256540694
368,0.4512542680558887
369,0.259793434134872
370,0.2804785722612375
371,0.439018183331789
372,0.266292104244442
373,0.5558479750700805
374,0.317270757167218
375,0.266292104244442
376,0.3588297355619955
377,0.3277567878104147
378,0.2378302580298384
379,0.5442082569419647
380,0.4101348116826698
381,0.264422898042084
382,0.3135685578678869
383,0.5293598081126897
384,0.4937380791826675
385,0.7544478223986979
386,0.8202415773694351
387,0.8390742406054742
388,0.4790277139161764
389,0.7195861224824374
390,0.7903230062912914
391,0.6276506425001722
392,0.8126079500897728
393,0.6928083971512203
394,0.4510982249904712
395,0.7544478223986979
396,0.2372641854888828
397,0.7195861224824374
398,0.1752259292770194
399,0.3722283964152578
400,0.1571854058518419
401,0.7021761411622754
402,0.6917488412166889
403,0.4421422063345203
404,0.6115939256817897
405,0.2510620094744996
406,0.7021727396852454
407,0.6659826991713124
408,0.7453732021917491
409,0.5863641665502611
410,0.1220027136947207
411,0.4319587567325982
412,0.2985948647626252
413,0.818187261338626
414,0.4784061608939533
415,0.429065342666207
416,0.5168516615052556
417,0.1761991897387791
418,0.2915701493385156
419,0.482462465353687
420,0.2343602052410481
421,0.1488633877214872
422,0.1625007027660396
423,0.340145783722197
424,0.2553952591946992
425,0.2553952591946992
426,0.0930892872937968
427,0.4334801037537499
428,0.304284208582761
429,0.1694105676420982
430,0.5629850630302479
431,0.2945212321733171
432,0.2940809640322402
433,0.2475975615081184
434,0.3296373209585569
435,0.4488339120715034
436,0.3755936375734163
437,0.6865481918248241
438,0.182479491517391
439,0.3079909307988868
440,0.3814750171314343
441,0.2252664600991709
442,0.2298346984178147
443,0.4212545311849019
444,0.1398335740397397
445,0.3116963324093585
446,0.5686586908899244
447,0.1097627193467719
448,0.2956484025793201
449,0.2666139065008462
450,0.1129389481954394
451,0.3369987043641263
452,0.4344628936902041
453,0.0792484989584607
454,0.3903555250009672
455,0.178098688985663
456,0.1900096699743839
457,0.1802507272676189
458,0.3927336779498759
459,0.4471584842227531
460,0.281744178451198
461,0.2083065895006005
462,0.1429677240977259
463,0.1429677240977259
464,0.2867305277942225
465,0.2532897713054284
466,0.1900096699743839
467,0.3038298782881424
468,0.2540491590292211
469,0.2119336455656426
470,0.1400774996990844
471,0.4509800349719814
472,0.1746033423308538
473,0.1073452466078687
474,0.5528801502821848
475,0.2369055522462312
476,0.3783993799896356
477,0.4543162248775726
478,0.3289962717027113
479,0.1765595004892896
480,0.6823832342687631
481,0.2010053340027358
482,0.3632057883395265
483,0.2285981364078428
484,0.1027105529673817
485,0.3655374561992575
486,0.2010053340027358
487,0.1488508420622923
488,0.1337528974332219
489,0.1190564176570893
490,0.4545126773598227
491,0.578671737372763
492,0.4545126773598227
493,0.3696200015518341
494,0.3038751498686934
495,0.4742613455731218
496,0.2175149408810684
497,0.7829301853323599
498,0.1068830372744581
499,0.300810879956846
500,0.6649015303308609
501,0.0759253812181751
502,0.17101363739824
503,0.2008660845994711
504,0.7682538621243454
505,0.3527049302113397
506,0.7682538621243454
507,0.3292000654204563
508,0.3016091737679741
509,0.3295874527273074
510,0.3527049302113397
511,0.2831334612713009
512,0.4470568599062892
513,0.2572799907838124
514,0.1978262110897835
515,0.5449432715823416
516,0.5103147709965051
517,0.554602739439906
518,0.5853197396808915
519,0.3505529022596523
520,0.589791483250511
521,0.2262032009927613
522,0.3527175989352878
523,0.3569198825288145
524,0.5966880026305511
525,0.144709047934983
526,0.2113066290224095
527,0.2245191600058959
528,0.1815523382126892
529,0.2326129892165439
530,0.5128879271366141
531,0.1815523382126892
532,0.1718293330368654
533,0.3873931924448101
534,0.3873931924448101
535,0.1902918117962192
536,0.1717097823621084
537,0.1570651383118556
538,0.1440365025345761
539,0.3285062859714474
540,0.4963028908773023
541,0.2051831929010206
542,0.2175970097328088
543,0.1291369136220509
544,0.2051831929010206
545,0.1624343762793721
546,0.3174535754852014
547,0.1744274055426928
548,0.5204709714105373
549,0.1767844589832804
550,0.1441471254789502
551,0.4796194107382774
552,0.2682066199981693
553,0.4283976659179165
554,0.5322881952991959
555,0.2051831929010206
556,0.7103589849839781
557,0.3796679778274757
558,0.2910536239259007
559,0.5401834609221321
560,0.1808943351148033
561,0.2267584768596564
562,0.3729269976400677
563,0.3442535800629283
564,0.1129903322521226
565,0.4857413389818572
566,0.1465331225029183
567,0.5489064122336007
568,0.3785182196882315
569,0.1219884739747104
570,0.4585469852142365
571,0.2673189513373747
572,0.6012429747726111
573,0.3057920996136652
574,0.3496993767997654
575,0.2374081987789112
576,0.2021332142330903
577,0.1355637772493447
578,0.237705866233853
579,0.3057920996136652
580,0.4233410013157818
581,0.1588298863172764
582,0.2036182502898487
583,0.3105796766992821
584,0.1718933731032437
585,0.4233410013157818
586,0.3473987503161646
587,0.1765883274976971
588,0.3746513686606803
589,0.5139083186670855
590,0.5206656352503283
591,0.5206656352503283
592,0.137981787968115
593,0.3859015983837365
594,0.0892906866345387
595,0.3259678183988011
596,0.2930641840500322
597,0.2100071954964456
598,0.4109461940835057
599,0.5248545719651049
600,0.229263425826679
601,0.4437693440624625
602,0.2405958603846906
603,0.1271821281643335
604,0.4585469852142365
605,0.3876376058015808
606,0.1380633603823004
607,0.1778456626376814
608,0.4109461940835057
609,0.2070119144097016
610,0.4963028908773023
611,0.3393422111241028
612,0.1802064809020289
613,0.1830160010255755
614,0.1718933731032437
615,0.3199357733029205
616,0.264796893929539
617,0.260867514687963
618,0.3098081457447605
619,0.2927451816446957
620,0.1372322560811881
621,0.539947584676399
622,0.2593417086027223
623,0.2779403282045451
624,0.1294188586959009
625,0.343741175773009
626,0.3292403788951186
627,0.343741175773009
628,0.343741175773009
629,0.5794298855321478
630,0.2697748249134202
631,0.5226407457198221
632,0.2242957513104406
633,0.4400245040475663
634,0.2242957513104406
635,0.1205237702569442
636,0.4582222439547554
637,0.3438349207574145
638,0.6050797105822596
639,0.3271297836497199
640,1.0379012636029152
641,0.6921204190170915
642,0.575798000371821
643,0.3550424809901176
644,0.1205237702569442
645,0.9905574404689148
646,0.7177437413228109
647,0.3805476181160589
648,0.4220552001452258
649,0.1218373630730734
650,1.129525183814358
651,0.1661618186101984
652,0.0980173095282155
653,0.369195399951698
654,0.1718638700471325
655,1.1469313488837771
656,0.1529463675438032
657,0.2493143141170343
658,0.1375945112950045
659,0.2867613076621547
660,0.4345909546691809
661,0.2904666283526836
662,0.2493143141170343
663,0.694822347092882
664,0.6863181660795658
665,0.862133236695861
666,0.2525076625302532
667,0.2346834554998266
668,0.2732643270095052
669,0.402269789819673
670,3.2214152331192207
671,0.1856057205106113
672,0.1856057205106113
673,0.191091457409895
674,0.2324465400939299
675,0.1000101107030695
676,0.1354017867291399
677,0.1559063470108396
678,0.273358616253772
679,0.1823960521457387
680,0.188714930777502
681,0.273358616253772
682,0.3053098876470304
683,0.2823843381842979
684,0.1250586464456837
685,0.1149045772191076
686,0.2871707407139608
687,0.2577249379666713
688,0.232411082574481
689,0.111464642085558
690,0.1823032336517331
691,0.166328867106212
692,0.2324465400939299
693,0.1955664230559262
694,0.5197409913850952
695,0.4099798577167332
696,0.1871420898069026
697,0.2784780182374059
698,0.1652001041299192
699,0.2375123438772934
700,0.4301427039379598
701,0.2445279082554767
702,0.312935361008252
703,0.0968080894494114
704,0.3398703401856296
705,0.18010167721129
706,0.0992549742278946
707,0.481865742422915
708,0.2947639929838893
709,0.3080398698619361
710,0.2798639797500615
711,0.2571397211657054
712,0.1689218689942033
713,0.1947180584916387
714,0.1977705849645692
715,0.1913992304916108
716,0.1640774110414408
717,0.3015623498450006
718,0.2010088157796213
719,0.3012792683735897
720,0.2814029545738627
721,0.1982964947984329
722,0.1419887848143409
723,0.187166958894578
724,0.1325387720123261
725,0.1411244217844988
726,0.1119173556836561
727,0.1781194289806076
728,0.1913992304916108
729,0.0963291700497156
730,0.0963291700497156
731,0.1085604233668853
732,0.1119173556836561
733,0.3042439023774337
734,0.1170269081492049
735,0.172342534268914
736,0.1325387720123261
737,0.1411244217844988
738,0.0872760713330031
739,0.2947639929838893
740,0.1495396490376822
741,0.3086446650243138
742,0.2562126533986475
743,0.3916665422205767
744,0.1953118188091857
745,0.3222004918298244
746,0.0978498649752961
747,0.3717111148878705
748,0.3916665422205767
749,0.2336890058932738
750,0.1098210615293254
751,0.1433494774305
752,0.2924526605168956
753,0.1282654664707767
754,0.2710094585993479
755,0.2864005545128621
756,0.305340501554608
757,0.3411345774886392
758,0.2710094585993479
759,0.1920610344965388
760,0.246774659388679
761,0.2440152738888185
762,0.2443392566112452
763,0.2129911990627976
764,0.1433494774305
765,0.5312017212705442
766,0.6784566855096036
767,0.5365971005042051
768,0.4421349095869291
769,0.7568832344089726
770,0.8303566274572673
771,0.6150275455195835
772,0.7422110499517355
773,0.5312017212705442
774,0.4856536992733542
775,0.6092717097793349
776,0.1353161582746784
777,0.7173781686917338
778,0.5072907664009396
779,0.6669884449010638
780,0.9785876699190657
781,0.510254709341835
782,0.9785876699190657
783,0.1531246653492424
784,0.3260670280460698
785,1.1626120180199573
786,0.6278729389868236
787,0.2541048763124028
788,0.2032970578564222
789,0.6794328767734762
790,1.0984757796601523
791,0.6134149058670738
792,0.2541048763124028
793,0.1204139621172254
794,0.3185255671895233
795,0.4615828326713619
796,0.1264949136189808
797,0.1220387922550251
798,0.1094481699039592
799,0.2394403531841835
800,0.1487863513389655
801,0.3118687189404135
802,0.2372767424922691
803,0.2206924120844318
804,0.6084545474269515
805,0.4336923851041117
806,0.1844144297116844
807,0.3947260571471184
808,0.1666980991376342
809,0.2973604988781985
810,0.423071561359808
811,0.3083654724555766
812,0.1849129304472762
813,0.3224773895846718
814,0.4751181049465974
815,0.5643223161152158
816,0.1506774852956953
817,0.1607490048108961
818,0.1041828117769565
819,0.0731305083782289
820,0.205053455579226
821,0.1907844603524498
822,0.1560390756384032
823,0.1364689504344924
824,0.21764234439323
825,0.2599862780787466
826,0.0723798843600706
827,0.3767813104676977
828,0.252778225969286
829,0.4561648551729914
830,0.3767813104676977
831,0.3767813104676977
832,0.2559754210030333
833,0.1972220689595866
834,0.1766041187937572
835,0.1485485674703895
836,0.1346184829094044
837,0.141715205427499
838,0.2284086552530603
839,0.1149857855060566
840,0.1298941052565153
841,0.1187506181800758
842,0.2365047247976263
843,0.1589271633433965
844,0.1824121829020703
845,0.4074503671598577
846,0.2362961854648786
847,0.1392963135245531
848,0.1629307300297575
849,0.2515197604386326
850,0.2365047247976263
851,0.2239128578742964
852,0.1607490048108961
853,0.1490909463669354
854,0.1041828117769565
855,0.2915277548539676
856,0.2365047247976263
857,0.2931694163049682
858,0.2246871902365808
859,0.1581675271331453
860,0.2475133392169633
861,0.2931694163049682
862,0.205053455579226
863,0.205053455579226
864,0.2774135955913005
865,0.1298613117225198
866,0.2465641544954767
867,0.3077821507752734
868,0.341280074194341
869,0.2126060157222602
870,0.2683408416773529
871,0.2212043906650633
872,0.3787359982323118
873,0.2163824783441347
874,0.2090540982945813
875,0.1561556494530369
876,0.2286727521282242
877,0.2145436546927792
878,0.1637584836452659
879,0.2286727521282242
880,0.1187506181800758
881,0.1565016397924274
882,0.2414804032569069
883,0.2160960714318386
884,0.2992747938370756
885,0.128485660884888
886,0.3549019666728443
887,0.3549019666728443
888,0.1529802352456754
889,0.1735858483101797
890,0.106562442128232
891,0.3233216478981564
892,0.2180471805934973
893,0.1673574912115242
894,0.3026760713844992
895,0.3197712406539535
896,0.2704696709315468
897,0.3077249553619901
898,0.8114394556550503
899,0.2734220668347358
900,0.8114394556550503
901,0.3852481440686896
902,0.2044712019501956
903,0.7368496599613342
904,0.2247426052689206
905,0.1886919993741305
906,0.1386337374254995
907,0.1807229624558398
908,0.4602925812582802
909,0.4816873814898865
910,0.4162138630588827
911,0.6381438246856356
912,0.4162138630588827
913,0.1745594052666513
914,0.3123517094198353
915,0.2244399401335087
916,0.2398469008842109
917,0.2992757735136829
918,0.4831794273658747
919,0.2440935082343077
920,0.3362254858631106
921,0.2189130078251285
922,0.2917161405539205
923,0.3669653183366573
924,0.3490458392833699
925,0.2177891596605443
926,0.3076177459294932
927,0.1881470709233164
928,0.3633084064277849
929,0.2395928604824579
930,0.2230562807517554
931,0.2998083300387002
932,0.3667460099694332
933,0.2831997573775625
934,0.282645983904866
935,0.3216983665557537
936,0.237579252781189
937,0.2831997573775625
938,0.2992757735136829
939,0.3486706344696431
940,0.3391274972207933
941,0.1222745783382966
942,0.2769263079872382
943,0.1860716368950365
944,0.2439986639174811
945,0.1582279290374068
946,0.0996587265844943
947,0.16332252475892
948,0.195606287356413
949,0.1990700937943346
950,0.2917161405539205
951,0.249847284750516
952,0.173986233011657
953,0.3488310873119857
954,0.1958503243247318
955,0.1180686126873574
956,0.2229702129576954
957,0.2917161405539205
958,0.2794390794007073
959,0.4102209645384753
960,0.2917161405539205
961,0.2967009413335701
962,0.413187305692488
963,0.1462104405102407
964,0.1025833890831816
965,0.0952944109530529
966,0.4191833633477052
967,0.1035679255751496
968,0.1662302531385722
969,0.4742086728340133
970,0.1428676937561263
971,0.1658998813893706
972,0.3883744856180848
973,0.3580820890896196
974,0.2039752601848317
975,0.2794390794007073
976,0.3267646856588497
977,0.2880894268646198
978,0.3830024595070908
979,0.2688171095565063
980,0.3580820890896196
981,0.6104815663854495
982,0.2465038644053714
983,0.251278540530726
984,0.2465154057307692
985,0.1819297556677477
986,0.118315151771658
987,0.2039752601848317
988,0.4844101998407461
989,0.376787874514076
990,0.4064057357655422
991,0.2695566267972321
992,0.3370300970885352
993,0.313994003826843
994,0.3370300970885352
995,0.2497812462316336
996,0.2822659012215578
997,0.3564151176295465
998,0.3728986466279884
999,0.4506498775708709
1000,0.289382723665387
1001,0.4419563891228965
1002,0.1027667397169546
1003,0.413818383923804
1004,0.4526404265130251
1005,0.2884130355618577
1006,0.3993977096058164
1007,0.1798456461170867
1008,0.2757426191887946
1009,0.2555340087474537
1010,0.188790726703685
1011,0.3995522385346512
1012,0.1835892934739285
1013,0.1887355944503033
1014,0.2164655303954921
1015,0.4088897121941294
1016,0.4601062881218844
1017,0.2885259942496107
1018,0.2443779095320205
1019,0.361194776464466
1020,0.3901229591413211
1021,0.386388325916074
1022,0.375182707317672
1023,0.2254781958454316
1024,0.3304316293208743
1025,0.2595949413500198
1026,0.4146666105951784
1027,0.3360986835351342
1028,0.1421155528688305
1029,0.2289326138874304
1030,0.4222344201413944
1031,0.2882100735736196
1032,0.8424221331692263
1033,0.9640884134801152
1034,0.7655616947372831
1035,0.5005824687759192
1036,0.8252536988643504
1037,0.2253895899867782
1038,0.7025905235158025
1039,0.5461184564807968
1040,0.8252536988643504
1041,0.696298194307834
1042,1.2993661502460283
1043,0.416418604668944
1044,0.2223939518338351
1045,0.1674527451873708
1046,0.4518378305882763
1047,0.2676154496796614
1048,0.4655489795939849
1049,0.200437260118744
1050,0.2975144469019239
1051,0.211200060369539
1052,0.1847672311242222
1053,0.3472371320198663
1054,0.3764357870831702
1055,0.5787668272894114
1056,0.3207300963151515
1057,0.1847751926783591
1058,0.2507451798386454
1059,0.1680180752448925
1060,0.3441711195527174
1061,0.1905791405220544
1062,0.1720119873152768
1063,0.3348307344190844
1064,0.1141704944527601
1065,0.2954571299552764
1066,0.2709915899451864
1067,0.2778592738904604
1068,0.2223939518338351
1069,0.1279053112966315
1070,0.2797350950261291
1071,0.2525471287416145
1072,0.2570270020939257
1073,0.386477005928404
1074,0.1916679769270046
1075,0.2126035391483355
1076,0.2007284146675557
1077,0.1240613964968298
1078,0.1924934494555125
1079,0.1240613964968298
1080,1.2408420950177297
1081,0.566424244506497
1082,0.2676154496796614
1083,0.0856207855162838
1084,0.1790861586338705
1085,0.2693916572404097
1086,0.1077749647917093
1087,0.3443654931338352
1088,0.501732595169593
1089,0.3092775403578361
1090,0.2039800160614351
1091,0.2432412612307228
1092,0.3003217862876703
1093,0.2556418773217291
1094,0.1898217322640911
1095,0.2510144205864027
1096,0.3348307344190844
1097,0.2912795338652056
1098,0.1680180752448925
1099,0.3391477215267789
1100,0.1751640411951786
1101,0.1788478042035806
1102,0.4210213544860853
1103,0.2432412612307228
1104,0.1858746940248416
1105,0.2038876705776303
1106,0.117652928170172
1107,0.2170618551504003
1108,0.211200060369539
1109,0.20614508444166
1110,0.159711505512241
1111,0.2072073233371392
1112,0.2072073233371392
1113,0.2244420635676856
1114,0.1342673582471378
1115,0.1469274244011185
1116,0.3554224007340136
1117,0.2204240382662074
1118,0.195478976361832
1119,0.2839238602829909
1120,0.0791248286422106
1121,0.2204240382662074
1122,0.0885605076467236
1123,0.0869459153741941
1124,0.2314829637156447
1125,0.2571978379593042
1126,0.2099685288918543
1127,0.1332710829088114
1128,0.2015463950949082
1129,0.4724235326812276
1130,0.2529238285294297
1131,0.3463595841786352
1132,0.1854048435578578
1133,0.2220678831918239
1134,0.1762604356321866
1135,0.0990570146765052
1136,0.0990570146765052
1137,0.1881496965215222
1138,0.1764101780893193
1139,0.2230279187613026
1140,0.3193149029180204
1141,0.2443025076962416
1142,0.2998501865751899
1143,0.169757702260948
1144,0.1039427108577916
1145,0.1715038521896349
1146,0.085328631865782
1147,0.1715038521896349
1148,0.2522238999609102
1149,0.3080441605783253
1150,0.1959206004508563
1151,0.1753872751227169
1152,0.3960442459970406
1153,0.2939055102431838
1154,0.43646565813889
1155,0.1294813090346325
1156,0.1783475620272955
1157,0.3319791204048002
1158,0.436948294477291
1159,0.3371309988238475
1160,0.2476334130277706
1161,0.2513137348392283
1162,0.1851445736978218
1163,0.4405768342023028
1164,0.122539952743141
1165,0.1855173077482776
1166,0.2296462359078684
1167,0.0990570146765052
1168,0.2217525479105632
1169,0.1512813172167662
1170,0.2540217741123168
1171,0.2522424127784918
1172,0.2701513404912595
1173,0.2063201089262084
1174,0.2644394761855288
1175,0.1771691138554539
1176,0.3953715609421047
1177,0.2963404773683551
1178,0.2308827800371292
1179,0.2972149085249668
1180,0.2620033634955145
1181,0.3102222002348336
1182,0.3934326808731552
1183,0.2635828279783153
1184,0.1242236850446183
1185,0.4437103318634041
1186,0.29497066885491
1187,0.4437103318634041
1188,0.2904266392471664
1189,0.2895618922572436
1190,0.3971406690590074
1191,0.2899999576762442
1192,0.4237054797468231
1193,0.3009836847966241
1194,0.8740190970420949
1195,0.5185554683083291
1196,0.466407376332564
1197,0.6575861228031727
1198,0.4084478711551844
1199,0.320022220470042
1200,0.5048633645393417
1201,0.4043946333501522
1202,0.4493834306511013
1203,0.3981821025285272
1204,0.2773412600492391
1205,0.2531711161100933
1206,0.472027253446294
1207,0.3276700273021823
1208,0.35039045035686
1209,0.4707792426105796
1210,0.4252514672030743
1211,0.5210089920769787
1212,0.0625220377975517
1213,0.3459776259971502
1214,0.2262510608909128
1215,0.5210089920769787
1216,0.2994002692154427
1217,0.2881602162113089
1218,0.4291014768497453
1219,0.166196345533417
1220,0.0909112621934454
1221,0.1144553122169953
1222,0.1144553122169953
1223,0.7686152196562035
1224,0.561830094400154
1225,0.4449748427792637
1226,0.4708132243376779
1227,0.4622069395248202
1228,0.5807107753545285
1229,0.1877008942631875
1230,0.2337708903902746
1231,0.2533439565740121
1232,0.245866958098822
1233,0.4639185469209951
1234,0.2566646641949939
1235,0.3470256066788386
1236,0.3002575030518071
1237,0.5317614899305186
1238,0.2337708903902746
1239,0.1703878870002121
1240,0.6042534383097862
1241,0.1703878870002121
1242,0.5696355410429434
1243,0.322144140854984
1244,0.3594737598141317
1245,0.2388393152433554
1246,0.2836443830793371
1247,0.4262190687606346
1248,0.1668530884765111
1249,0.6042534383097862
1250,0.3523976041825118
1251,0.2388393152433554
1252,0.2817011869365566
1253,0.5071883487960387
1254,0.4265517000345759
1255,0.2941058603976581
1256,0.3221417859870408
1257,0.5796412329840017
1258,0.4101566878499346
